number,value,datetime_start,datetime_complete,duration,params_gb_learning_rate,params_gb_max_depth,params_gb_min_samples_leaf,params_gb_n_estimators,params_gb_subsample,params_lr_C,params_lr_solver,params_model_type,params_rf_max_depth,params_rf_max_features,params_rf_min_samples_leaf,params_rf_min_samples_split,params_rf_n_estimators,user_attrs_log_loss_std,user_attrs_model_type,state
24,0.9826481501760735,2026-02-27 18:18:41.670414,2026-02-27 18:18:41.683628,0 days 00:00:00.013214,,,,,,0.08671999630385223,saga,LogisticRegression,,,,,,,,PRUNED
25,1.0218566158032478,2026-02-27 18:18:41.685656,2026-02-27 18:18:41.702129,0 days 00:00:00.016473,,,,,,0.7068292954831221,saga,LogisticRegression,,,,,,0.03310256374082412,LogisticRegression,COMPLETE
26,1.0213484109345081,2026-02-27 18:18:41.703751,2026-02-27 18:18:41.722054,0 days 00:00:00.018303,,,,,,0.3453806961672608,saga,LogisticRegression,,,,,,0.03174048812881072,LogisticRegression,COMPLETE
27,0.9911247661295974,2026-02-27 18:18:41.723053,2026-02-27 18:18:41.744504,0 days 00:00:00.021451,,,,,,0.037195328085554445,lbfgs,LogisticRegression,,,,,,,,PRUNED
28,1.1547067827382937,2026-02-27 18:18:41.744728,2026-02-27 18:18:43.576541,0 days 00:00:01.831813,0.02559184286777954,7.0,15.0,600.0,0.6856810020208391,,,GradientBoosting,,,,,,,,PRUNED
29,1.023018171422415,2026-02-27 18:18:43.577097,2026-02-27 18:18:43.594537,0 days 00:00:00.017440,,,,,,3.103278479329004,saga,LogisticRegression,,,,,,0.03494685536342365,LogisticRegression,COMPLETE
30,1.0943337034024438,2026-02-27 18:18:43.595673,2026-02-27 18:18:44.101018,0 days 00:00:00.505345,,,,,,,,RandomForest,15.0,log2,47.0,19.0,150.0,,,PRUNED
31,0.9769238154150764,2026-02-27 18:18:44.102029,2026-02-27 18:18:44.121815,0 days 00:00:00.019786,,,,,,0.3162148167056633,saga,LogisticRegression,,,,,,,,PRUNED
32,0.9767754582929685,2026-02-27 18:18:44.122815,2026-02-27 18:18:44.135290,0 days 00:00:00.012475,,,,,,0.33749323389902924,saga,LogisticRegression,,,,,,,,PRUNED
33,1.0214667404486246,2026-02-27 18:18:44.136763,2026-02-27 18:18:44.157121,0 days 00:00:00.020358,,,,,,0.43448822355557165,saga,LogisticRegression,,,,,,0.032199965330120636,LogisticRegression,COMPLETE
34,0.9782796841024808,2026-02-27 18:18:44.158121,2026-02-27 18:18:44.171119,0 days 00:00:00.012998,,,,,,0.19906658997113413,saga,LogisticRegression,,,,,,,,PRUNED
35,1.021400471277779,2026-02-27 18:18:44.172149,2026-02-27 18:18:44.192290,0 days 00:00:00.020141,,,,,,0.38766526052748296,saga,LogisticRegression,,,,,,0.031973751413291424,LogisticRegression,COMPLETE
36,1.076998313852058,2026-02-27 18:18:44.193302,2026-02-27 18:18:45.959353,0 days 00:00:01.766051,,,,,,,,RandomForest,10.0,,26.0,30.0,550.0,,,PRUNED
37,0.9938199289236015,2026-02-27 18:18:45.960455,2026-02-27 18:18:45.975911,0 days 00:00:00.015456,,,,,,0.030830126470672764,saga,LogisticRegression,,,,,,,,PRUNED
38,0.9794417899596051,2026-02-27 18:18:45.976415,2026-02-27 18:18:45.993423,0 days 00:00:00.017008,,,,,,0.14978492642595861,saga,LogisticRegression,,,,,,,,PRUNED
39,1.1032240428161004,2026-02-27 18:18:45.994446,2026-02-27 18:18:46.526644,0 days 00:00:00.532198,0.13316258553294824,5.0,45.0,200.0,0.9088503597432921,,,GradientBoosting,,,,,,,,PRUNED
40,1.0860610324901256,2026-02-27 18:18:46.527658,2026-02-27 18:18:46.873017,0 days 00:00:00.345359,,,,,,,,RandomForest,3.0,log2,37.0,19.0,100.0,,,PRUNED
41,1.0216773664187646,2026-02-27 18:18:46.873017,2026-02-27 18:18:46.889897,0 days 00:00:00.016880,,,,,,0.575310607873543,saga,LogisticRegression,,,,,,0.03273393470128619,LogisticRegression,COMPLETE
42,1.0219316767466107,2026-02-27 18:18:46.891418,2026-02-27 18:18:46.909920,0 days 00:00:00.018502,,,,,,0.7673138467757004,saga,LogisticRegression,,,,,,0.033243622629052595,LogisticRegression,COMPLETE
43,0.9764978454620425,2026-02-27 18:18:46.909920,2026-02-27 18:18:46.925963,0 days 00:00:00.016043,,,,,,0.3857856045694005,saga,LogisticRegression,,,,,,,,PRUNED
44,0.9765425958622764,2026-02-27 18:18:46.926473,2026-02-27 18:18:46.941577,0 days 00:00:00.015104,,,,,,0.3771149803813117,saga,LogisticRegression,,,,,,,,PRUNED
45,0.9807876751301409,2026-02-27 18:18:46.942599,2026-02-27 18:18:46.956474,0 days 00:00:00.013875,,,,,,0.11547262891375804,saga,LogisticRegression,,,,,,,,PRUNED
46,1.0391229007383904,2026-02-27 18:18:46.957473,2026-02-27 18:18:46.966509,0 days 00:00:00.009036,,,,,,3.129542521998002,saga,LogisticRegression,,,,,,,,PRUNED
47,0.9779800166819056,2026-02-27 18:18:46.967544,2026-02-27 18:18:46.991704,0 days 00:00:00.024160,,,,,,0.2095003333694257,lbfgs,LogisticRegression,,,,,,,,PRUNED
48,1.0902765293878427,2026-02-27 18:18:46.992723,2026-02-27 18:18:48.173133,0 days 00:00:01.180410,,,,,,,,RandomForest,11.0,,49.0,15.0,400.0,,,PRUNED
49,1.0216820049575208,2026-02-27 18:18:48.173133,2026-02-27 18:18:48.190201,0 days 00:00:00.017068,,,,,,0.5785454527811746,saga,LogisticRegression,,,,,,0.032744229579372314,LogisticRegression,COMPLETE
