number,value,datetime_start,datetime_complete,duration,params_gb_learning_rate,params_gb_max_depth,params_gb_min_samples_leaf,params_gb_n_estimators,params_gb_subsample,params_lr_C,params_lr_solver,params_model_type,params_rf_max_depth,params_rf_max_features,params_rf_min_samples_leaf,params_rf_min_samples_split,params_rf_n_estimators,user_attrs_log_loss_std,user_attrs_model_type,state
25,1.008398479882578,2026-02-26 19:06:13.193140,2026-02-26 19:06:13.216883,0 days 00:00:00.023743,,,,,,0.31348520456224804,saga,LogisticRegression,,,,,,0.014744955732229146,LogisticRegression,COMPLETE
26,1.015726904257605,2026-02-26 19:06:13.217649,2026-02-26 19:06:13.229533,0 days 00:00:00.011884,,,,,,0.0012171364407879508,saga,LogisticRegression,,,,,,,,PRUNED
27,1.0084488345915485,2026-02-26 19:06:13.229920,2026-02-26 19:06:13.255063,0 days 00:00:00.025143,,,,,,0.02465626738426429,lbfgs,LogisticRegression,,,,,,0.014862790525005363,LogisticRegression,COMPLETE
28,1.2539897189258538,2026-02-26 19:06:13.255355,2026-02-26 19:06:19.442000,0 days 00:00:06.186645,0.02559184286777954,7.0,15.0,600.0,0.6856810020208391,,,GradientBoosting,,,,,,,,PRUNED
29,1.001370638040995,2026-02-26 19:06:19.442460,2026-02-26 19:06:19.453583,0 days 00:00:00.011123,,,,,,0.46237137535522355,saga,LogisticRegression,,,,,,,,PRUNED
30,1.057311347117385,2026-02-26 19:06:19.453919,2026-02-26 19:06:19.993770,0 days 00:00:00.539851,,,,,,,,RandomForest,15.0,log2,47.0,19.0,150.0,,,PRUNED
31,1.0082399885878162,2026-02-26 19:06:19.994091,2026-02-26 19:06:20.017226,0 days 00:00:00.023135,,,,,,0.036177301774152,saga,LogisticRegression,,,,,,0.014861846549326818,LogisticRegression,COMPLETE
32,1.0082059315144796,2026-02-26 19:06:20.017458,2026-02-26 19:06:20.040738,0 days 00:00:00.023280,,,,,,0.042033084893536604,saga,LogisticRegression,,,,,,0.014856341927042245,LogisticRegression,COMPLETE
33,1.008197469918396,2026-02-26 19:06:20.041083,2026-02-26 19:06:20.074545,0 days 00:00:00.033462,,,,,,0.044767906261138336,saga,LogisticRegression,,,,,,0.014853460439105919,LogisticRegression,COMPLETE
34,1.0082427186349565,2026-02-26 19:06:20.074904,2026-02-26 19:06:20.098566,0 days 00:00:00.023662,,,,,,0.09703467068486411,saga,LogisticRegression,,,,,,0.014804750081186558,LogisticRegression,COMPLETE
35,1.0087328912752238,2026-02-26 19:06:20.098970,2026-02-26 19:06:20.129257,0 days 00:00:00.030287,,,,,,0.019333613426086305,saga,LogisticRegression,,,,,,0.014862397252320594,LogisticRegression,COMPLETE
36,1.056549716471127,2026-02-26 19:06:20.129659,2026-02-26 19:06:21.868204,0 days 00:00:01.738545,,,,,,,,RandomForest,10.0,,26.0,30.0,550.0,,,PRUNED
37,1.0082563257334545,2026-02-26 19:06:21.868639,2026-02-26 19:06:21.893627,0 days 00:00:00.024988,,,,,,0.1064640635160238,saga,LogisticRegression,,,,,,0.014798650609997112,LogisticRegression,COMPLETE
38,1.1798309598048728,2026-02-26 19:06:21.893899,2026-02-26 19:06:23.658492,0 days 00:00:01.764593,0.11585405659442612,5.0,40.0,200.0,0.9000028383368006,,,GradientBoosting,,,,,,,,PRUNED
39,1.0593428081795784,2026-02-26 19:06:23.658922,2026-02-26 19:06:24.022825,0 days 00:00:00.363903,,,,,,,,RandomForest,3.0,log2,50.0,17.0,100.0,,,PRUNED
40,1.0092840859024044,2026-02-26 19:06:24.023228,2026-02-26 19:06:24.049181,0 days 00:00:00.025953,,,,,,0.014434930772585569,saga,LogisticRegression,,,,,,0.014860875787039792,LogisticRegression,COMPLETE
41,1.0081906392214268,2026-02-26 19:06:24.049578,2026-02-26 19:06:24.078812,0 days 00:00:00.029234,,,,,,0.059972802900513315,saga,LogisticRegression,,,,,,0.014836958071526567,LogisticRegression,COMPLETE
42,1.000896752424745,2026-02-26 19:06:24.079412,2026-02-26 19:06:24.092368,0 days 00:00:00.012956,,,,,,0.10660815865304887,saga,LogisticRegression,,,,,,,,PRUNED
43,1.0082017007079491,2026-02-26 19:06:24.092653,2026-02-26 19:06:24.120277,0 days 00:00:00.027624,,,,,,0.06980397793135333,saga,LogisticRegression,,,,,,0.014827009961035243,LogisticRegression,COMPLETE
44,1.0081908518709315,2026-02-26 19:06:24.120648,2026-02-26 19:06:24.149336,0 days 00:00:00.028688,,,,,,0.06023677306996616,saga,LogisticRegression,,,,,,0.014836678687640477,LogisticRegression,COMPLETE
45,1.0083395400440305,2026-02-26 19:06:24.150228,2026-02-26 19:06:24.184668,0 days 00:00:00.034440,,,,,,0.02886285772625124,saga,LogisticRegression,,,,,,0.014865980605911454,LogisticRegression,COMPLETE
46,1.0010347253042968,2026-02-26 19:06:24.185075,2026-02-26 19:06:24.204241,0 days 00:00:00.019166,,,,,,0.13983936684235335,saga,LogisticRegression,,,,,,,,PRUNED
47,0.9960548143053174,2026-02-26 19:06:24.204877,2026-02-26 19:06:24.233601,0 days 00:00:00.028724,,,,,,0.010541371842522396,lbfgs,LogisticRegression,,,,,,,,PRUNED
48,1.0482899409696866,2026-02-26 19:06:24.233846,2026-02-26 19:06:25.515589,0 days 00:00:01.281743,,,,,,,,RandomForest,11.0,,5.0,20.0,400.0,,,PRUNED
49,1.000756596600902,2026-02-26 19:06:25.515969,2026-02-26 19:06:25.528164,0 days 00:00:00.012195,,,,,,0.08497913296170606,saga,LogisticRegression,,,,,,,,PRUNED
